2024-06-28 15:15:10,247 DEBUG:Fetched 2090 items from PostgreSQL:
2024-06-28 15:23:27,434 DEBUG:{'id': 553, 'table': 'central_requirements'}
2024-06-28 15:23:27,434 DEBUG:{'id': 554, 'table': 'central_requirements'}
2024-06-28 15:23:27,434 DEBUG:{'id': 555, 'table': 'central_requirements'}
2024-06-28 15:23:27,434 DEBUG:{'id': 556, 'table': 'central_requirements'}
2024-06-28 15:23:27,434 DEBUG:{'id': 557, 'table': 'central_requirements'}
2024-06-28 15:23:27,434 DEBUG:{'id': 558, 'table': 'central_requirements'}
2024-06-28 15:23:27,434 DEBUG:{'id': 559, 'table': 'central_requirements'}
2024-06-28 15:23:27,434 DEBUG:{'id': 560, 'table': 'central_requirements'}
2024-06-28 15:23:27,434 DEBUG:{'id': 561, 'table': 'central_requirements'}
2024-06-28 15:23:27,434 DEBUG:{'id': 562, 'table': 'central_requirements'}
2024-06-28 15:23:27,434 DEBUG:{'id': 563, 'table': 'central_requirements'}
2024-06-28 15:23:27,434 DEBUG:{'id': 564, 'table': 'central_requirements'}
2024-06-28 15:23:27,434 DEBUG:{'id': 565, 'table': 'central_requirements'}
2024-06-28 15:23:27,434 DEBUG:{'id': 566, 'table': 'central_requirements'}
2024-06-28 15:23:27,434 DEBUG:{'id': 567, 'table': 'central_requirements'}
2024-06-28 15:23:27,434 DEBUG:{'id': 568, 'table': 'central_requirements'}
2024-06-28 15:23:27,434 DEBUG:{'id': 569, 'table': 'central_requirements'}
2024-06-28 15:23:27,441 DEBUG:Processing node: {'uid': '_:newNode', 'id': '2', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,442 DEBUG:Processing node: {'uid': '_:newNode', 'id': '3', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,443 DEBUG:Processing node: {'uid': '_:newNode', 'id': '4', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,444 DEBUG:Processing node: {'uid': '_:newNode', 'id': '5', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,445 DEBUG:Processing node: {'uid': '_:newNode', 'id': '6', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,446 DEBUG:Processing node: {'uid': '_:newNode', 'id': '7', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,447 DEBUG:Processing node: {'uid': '_:newNode', 'id': '8', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,448 DEBUG:Processing node: {'uid': '_:newNode', 'id': '9', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,450 DEBUG:Processing node: {'uid': '_:newNode', 'id': '10', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,451 DEBUG:Processing node: {'uid': '_:newNode', 'id': '11', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,452 DEBUG:Processing node: {'uid': '_:newNode', 'id': '12', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,453 DEBUG:Processing node: {'uid': '_:newNode', 'id': '13', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,454 DEBUG:Processing node: {'uid': '_:newNode', 'id': '14', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,455 DEBUG:Processing node: {'uid': '_:newNode', 'id': '15', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,456 DEBUG:Processing node: {'uid': '_:newNode', 'id': '16', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,457 DEBUG:Processing node: {'uid': '_:newNode', 'id': '17', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,458 DEBUG:Processing node: {'uid': '_:newNode', 'id': '18', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,459 DEBUG:Processing node: {'uid': '_:newNode', 'id': '19', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,461 DEBUG:Processing node: {'uid': '_:newNode', 'id': '20', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,462 DEBUG:Processing node: {'uid': '_:newNode', 'id': '21', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,463 DEBUG:Processing node: {'uid': '_:newNode', 'id': '22', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,464 DEBUG:Processing node: {'uid': '_:newNode', 'id': '23', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,466 DEBUG:Processing node: {'uid': '_:newNode', 'id': '24', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,467 DEBUG:Processing node: {'uid': '_:newNode', 'id': '25', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,468 DEBUG:Processing node: {'uid': '_:newNode', 'id': '26', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,469 DEBUG:Processing node: {'uid': '_:newNode', 'id': '27', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,470 DEBUG:Processing node: {'uid': '_:newNode', 'id': '28', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,471 DEBUG:Processing node: {'uid': '_:newNode', 'id': '29', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,472 DEBUG:Processing node: {'uid': '_:newNode', 'id': '30', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,473 DEBUG:Processing node: {'uid': '_:newNode', 'id': '31', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,475 DEBUG:Processing node: {'uid': '_:newNode', 'id': '32', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,476 DEBUG:Processing node: {'uid': '_:newNode', 'id': '33', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,477 DEBUG:Processing node: {'uid': '_:newNode', 'id': '34', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,478 DEBUG:Processing node: {'uid': '_:newNode', 'id': '35', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,479 DEBUG:Processing node: {'uid': '_:newNode', 'id': '36', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,480 DEBUG:Processing node: {'uid': '_:newNode', 'id': '37', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,481 DEBUG:Processing node: {'uid': '_:newNode', 'id': '38', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,482 DEBUG:Processing node: {'uid': '_:newNode', 'id': '39', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,483 DEBUG:Processing node: {'uid': '_:newNode', 'id': '40', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,485 DEBUG:Processing node: {'uid': '_:newNode', 'id': '41', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,486 DEBUG:Processing node: {'uid': '_:newNode', 'id': '42', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,487 DEBUG:Processing node: {'uid': '_:newNode', 'id': '43', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,488 DEBUG:Processing node: {'uid': '_:newNode', 'id': '44', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,489 DEBUG:Processing node: {'uid': '_:newNode', 'id': '45', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,490 DEBUG:Processing node: {'uid': '_:newNode', 'id': '46', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,491 DEBUG:Processing node: {'uid': '_:newNode', 'id': '47', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,492 DEBUG:Processing node: {'uid': '_:newNode', 'id': '48', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,493 DEBUG:Processing node: {'uid': '_:newNode', 'id': '49', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,494 DEBUG:Processing node: {'uid': '_:newNode', 'id': '50', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,496 DEBUG:Processing node: {'uid': '_:newNode', 'id': '51', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,497 DEBUG:Processing node: {'uid': '_:newNode', 'id': '52', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,498 DEBUG:Processing node: {'uid': '_:newNode', 'id': '53', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,499 DEBUG:Processing node: {'uid': '_:newNode', 'id': '54', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,500 DEBUG:Processing node: {'uid': '_:newNode', 'id': '55', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,501 DEBUG:Processing node: {'uid': '_:newNode', 'id': '56', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,502 DEBUG:Processing node: {'uid': '_:newNode', 'id': '57', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,503 DEBUG:Processing node: {'uid': '_:newNode', 'id': '58', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,504 DEBUG:Processing node: {'uid': '_:newNode', 'id': '59', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,505 DEBUG:Processing node: {'uid': '_:newNode', 'id': '60', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,506 DEBUG:Processing node: {'uid': '_:newNode', 'id': '61', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,507 DEBUG:Processing node: {'uid': '_:newNode', 'id': '62', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,508 DEBUG:Processing node: {'uid': '_:newNode', 'id': '63', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,510 DEBUG:Processing node: {'uid': '_:newNode', 'id': '64', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,511 DEBUG:Processing node: {'uid': '_:newNode', 'id': '65', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,511 DEBUG:Processing node: {'uid': '_:newNode', 'id': '66', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,513 DEBUG:Processing node: {'uid': '_:newNode', 'id': '67', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,514 DEBUG:Processing node: {'uid': '_:newNode', 'id': '68', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,515 DEBUG:Processing node: {'uid': '_:newNode', 'id': '69', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,516 DEBUG:Processing node: {'uid': '_:newNode', 'id': '70', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,517 DEBUG:Processing node: {'uid': '_:newNode', 'id': '71', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,519 DEBUG:Processing node: {'uid': '_:newNode', 'id': '72', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,520 DEBUG:Processing node: {'uid': '_:newNode', 'id': '73', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,521 DEBUG:Processing node: {'uid': '_:newNode', 'id': '74', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,522 DEBUG:Processing node: {'uid': '_:newNode', 'id': '75', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,523 DEBUG:Processing node: {'uid': '_:newNode', 'id': '76', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,524 DEBUG:Processing node: {'uid': '_:newNode', 'id': '77', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,525 DEBUG:Processing node: {'uid': '_:newNode', 'id': '78', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,526 DEBUG:Processing node: {'uid': '_:newNode', 'id': '79', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,527 DEBUG:Processing node: {'uid': '_:newNode', 'id': '80', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,528 DEBUG:Processing node: {'uid': '_:newNode', 'id': '81', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,530 DEBUG:Processing node: {'uid': '_:newNode', 'id': '82', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,531 DEBUG:Processing node: {'uid': '_:newNode', 'id': '83', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,532 DEBUG:Processing node: {'uid': '_:newNode', 'id': '84', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,533 DEBUG:Processing node: {'uid': '_:newNode', 'id': '85', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,534 DEBUG:Processing node: {'uid': '_:newNode', 'id': '86', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,535 DEBUG:Processing node: {'uid': '_:newNode', 'id': '87', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,536 DEBUG:Processing node: {'uid': '_:newNode', 'id': '88', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,537 DEBUG:Processing node: {'uid': '_:newNode', 'id': '89', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,538 DEBUG:Processing node: {'uid': '_:newNode', 'id': '90', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,539 DEBUG:Processing node: {'uid': '_:newNode', 'id': '91', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,540 DEBUG:Processing node: {'uid': '_:newNode', 'id': '92', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,542 DEBUG:Processing node: {'uid': '_:newNode', 'id': '93', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,543 DEBUG:Processing node: {'uid': '_:newNode', 'id': '94', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,544 DEBUG:Processing node: {'uid': '_:newNode', 'id': '95', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,545 DEBUG:Processing node: {'uid': '_:newNode', 'id': '96', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,546 DEBUG:Processing node: {'uid': '_:newNode', 'id': '97', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,547 DEBUG:Processing node: {'uid': '_:newNode', 'id': '98', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,548 DEBUG:Processing node: {'uid': '_:newNode', 'id': '99', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,549 DEBUG:Processing node: {'uid': '_:newNode', 'id': '100', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,550 DEBUG:Processing node: {'uid': '_:newNode', 'id': '101', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,551 DEBUG:Processing node: {'uid': '_:newNode', 'id': '102', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,552 DEBUG:Processing node: {'uid': '_:newNode', 'id': '103', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,553 DEBUG:Processing node: {'uid': '_:newNode', 'id': '104', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,554 DEBUG:Processing node: {'uid': '_:newNode', 'id': '105', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,555 DEBUG:Processing node: {'uid': '_:newNode', 'id': '106', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,556 DEBUG:Processing node: {'uid': '_:newNode', 'id': '107', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,557 DEBUG:Processing node: {'uid': '_:newNode', 'id': '108', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,558 DEBUG:Processing node: {'uid': '_:newNode', 'id': '109', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,559 DEBUG:Processing node: {'uid': '_:newNode', 'id': '110', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,560 DEBUG:Processing node: {'uid': '_:newNode', 'id': '111', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,562 DEBUG:Processing node: {'uid': '_:newNode', 'id': '112', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,563 DEBUG:Processing node: {'uid': '_:newNode', 'id': '113', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,564 DEBUG:Processing node: {'uid': '_:newNode', 'id': '114', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,565 DEBUG:Processing node: {'uid': '_:newNode', 'id': '115', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,566 DEBUG:Processing node: {'uid': '_:newNode', 'id': '116', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,567 DEBUG:Processing node: {'uid': '_:newNode', 'id': '117', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,568 DEBUG:Processing node: {'uid': '_:newNode', 'id': '118', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,569 DEBUG:Processing node: {'uid': '_:newNode', 'id': '119', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,570 DEBUG:Processing node: {'uid': '_:newNode', 'id': '120', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,571 DEBUG:Processing node: {'uid': '_:newNode', 'id': '121', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,572 DEBUG:Processing node: {'uid': '_:newNode', 'id': '122', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,573 DEBUG:Processing node: {'uid': '_:newNode', 'id': '123', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,574 DEBUG:Processing node: {'uid': '_:newNode', 'id': '124', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,576 DEBUG:Processing node: {'uid': '_:newNode', 'id': '125', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,577 DEBUG:Processing node: {'uid': '_:newNode', 'id': '126', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,578 DEBUG:Processing node: {'uid': '_:newNode', 'id': '127', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,579 DEBUG:Processing node: {'uid': '_:newNode', 'id': '128', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,580 DEBUG:Processing node: {'uid': '_:newNode', 'id': '129', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,581 DEBUG:Processing node: {'uid': '_:newNode', 'id': '130', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,582 DEBUG:Processing node: {'uid': '_:newNode', 'id': '131', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,583 DEBUG:Processing node: {'uid': '_:newNode', 'id': '132', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,584 DEBUG:Processing node: {'uid': '_:newNode', 'id': '133', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,586 DEBUG:Processing node: {'uid': '_:newNode', 'id': '134', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,587 DEBUG:Processing node: {'uid': '_:newNode', 'id': '135', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,588 DEBUG:Processing node: {'uid': '_:newNode', 'id': '136', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,589 DEBUG:Processing node: {'uid': '_:newNode', 'id': '137', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,590 DEBUG:Processing node: {'uid': '_:newNode', 'id': '138', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,592 DEBUG:Processing node: {'uid': '_:newNode', 'id': '139', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,593 DEBUG:Processing node: {'uid': '_:newNode', 'id': '140', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,594 DEBUG:Processing node: {'uid': '_:newNode', 'id': '141', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,595 DEBUG:Processing node: {'uid': '_:newNode', 'id': '142', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,596 DEBUG:Processing node: {'uid': '_:newNode', 'id': '143', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,597 DEBUG:Processing node: {'uid': '_:newNode', 'id': '144', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,599 DEBUG:Processing node: {'uid': '_:newNode', 'id': '145', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,600 DEBUG:Processing node: {'uid': '_:newNode', 'id': '146', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,601 DEBUG:Processing node: {'uid': '_:newNode', 'id': '147', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,602 DEBUG:Processing node: {'uid': '_:newNode', 'id': '148', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,604 DEBUG:Processing node: {'uid': '_:newNode', 'id': '149', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,605 DEBUG:Processing node: {'uid': '_:newNode', 'id': '150', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,606 DEBUG:Processing node: {'uid': '_:newNode', 'id': '151', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,607 DEBUG:Processing node: {'uid': '_:newNode', 'id': '152', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,608 DEBUG:Processing node: {'uid': '_:newNode', 'id': '153', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,609 DEBUG:Processing node: {'uid': '_:newNode', 'id': '154', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,611 DEBUG:Processing node: {'uid': '_:newNode', 'id': '155', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,612 DEBUG:Processing node: {'uid': '_:newNode', 'id': '156', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,613 DEBUG:Processing node: {'uid': '_:newNode', 'id': '157', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,614 DEBUG:Processing node: {'uid': '_:newNode', 'id': '209', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,616 DEBUG:Processing node: {'uid': '_:newNode', 'id': '158', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,617 DEBUG:Processing node: {'uid': '_:newNode', 'id': '159', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,619 DEBUG:Processing node: {'uid': '_:newNode', 'id': '160', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,620 DEBUG:Processing node: {'uid': '_:newNode', 'id': '161', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,621 DEBUG:Processing node: {'uid': '_:newNode', 'id': '162', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,622 DEBUG:Processing node: {'uid': '_:newNode', 'id': '163', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,623 DEBUG:Processing node: {'uid': '_:newNode', 'id': '164', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,624 DEBUG:Processing node: {'uid': '_:newNode', 'id': '165', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,625 DEBUG:Processing node: {'uid': '_:newNode', 'id': '166', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,627 DEBUG:Processing node: {'uid': '_:newNode', 'id': '167', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,628 DEBUG:Processing node: {'uid': '_:newNode', 'id': '168', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,630 DEBUG:Processing node: {'uid': '_:newNode', 'id': '169', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,631 DEBUG:Processing node: {'uid': '_:newNode', 'id': '170', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,632 DEBUG:Processing node: {'uid': '_:newNode', 'id': '171', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,633 DEBUG:Processing node: {'uid': '_:newNode', 'id': '172', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,634 DEBUG:Processing node: {'uid': '_:newNode', 'id': '173', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,635 DEBUG:Processing node: {'uid': '_:newNode', 'id': '174', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,636 DEBUG:Processing node: {'uid': '_:newNode', 'id': '175', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,638 DEBUG:Processing node: {'uid': '_:newNode', 'id': '176', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,639 DEBUG:Processing node: {'uid': '_:newNode', 'id': '177', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,640 DEBUG:Processing node: {'uid': '_:newNode', 'id': '178', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,641 DEBUG:Processing node: {'uid': '_:newNode', 'id': '179', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,642 DEBUG:Processing node: {'uid': '_:newNode', 'id': '180', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,643 DEBUG:Processing node: {'uid': '_:newNode', 'id': '181', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,645 DEBUG:Processing node: {'uid': '_:newNode', 'id': '182', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,646 DEBUG:Processing node: {'uid': '_:newNode', 'id': '183', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,647 DEBUG:Processing node: {'uid': '_:newNode', 'id': '184', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,648 DEBUG:Processing node: {'uid': '_:newNode', 'id': '185', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,649 DEBUG:Processing node: {'uid': '_:newNode', 'id': '186', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,650 DEBUG:Processing node: {'uid': '_:newNode', 'id': '187', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,652 DEBUG:Processing node: {'uid': '_:newNode', 'id': '188', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,653 DEBUG:Processing node: {'uid': '_:newNode', 'id': '189', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,654 DEBUG:Processing node: {'uid': '_:newNode', 'id': '190', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,655 DEBUG:Processing node: {'uid': '_:newNode', 'id': '191', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,656 DEBUG:Processing node: {'uid': '_:newNode', 'id': '192', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,657 DEBUG:Processing node: {'uid': '_:newNode', 'id': '193', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,659 DEBUG:Processing node: {'uid': '_:newNode', 'id': '194', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,660 DEBUG:Processing node: {'uid': '_:newNode', 'id': '195', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,662 DEBUG:Processing node: {'uid': '_:newNode', 'id': '196', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,663 DEBUG:Processing node: {'uid': '_:newNode', 'id': '197', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,664 DEBUG:Processing node: {'uid': '_:newNode', 'id': '198', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,665 DEBUG:Processing node: {'uid': '_:newNode', 'id': '199', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,667 DEBUG:Processing node: {'uid': '_:newNode', 'id': '200', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,668 DEBUG:Processing node: {'uid': '_:newNode', 'id': '201', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,669 DEBUG:Processing node: {'uid': '_:newNode', 'id': '202', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,671 DEBUG:Processing node: {'uid': '_:newNode', 'id': '203', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,672 DEBUG:Processing node: {'uid': '_:newNode', 'id': '204', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,673 DEBUG:Processing node: {'uid': '_:newNode', 'id': '205', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,674 DEBUG:Processing node: {'uid': '_:newNode', 'id': '206', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,675 DEBUG:Processing node: {'uid': '_:newNode', 'id': '207', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,677 DEBUG:Processing node: {'uid': '_:newNode', 'id': '208', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,678 DEBUG:Processing node: {'uid': '_:newNode', 'id': '210', 'curriculum_table': 'central_contents'}
2024-06-28 15:23:27,679 DEBUG:Processing node: {'uid': '_:newNode', 'id': '211', 'curriculum_table': 'central_contents'}
